,secid,cname,cname_norm,nn_match,nn_score,nn_gvkey,nn_coname
862,5793,LUBY S INC,lubys,lubys,100,6831.0,LUBYS INC
863,2657,CROWN HOLDINGS INC,crownholdings,crownholdings,100,3619.0,CROWN HOLDINGS INC
864,7279,J C PENNEY CO INC NEW,jcpenneycoincnew,consecofinance,60,5331.0,CONSECO FINANCE CORP
865,1266,BED BATH & BEYOND INC,bedbathbeyond,bedbathbeyond,100,25338.0,BED BATH & BEYOND INC
866,9777,AXSYS TECHNOLOGIES INC,axsystechnologies,axsystechnologies,100,11142.0,AXSYS TECHNOLOGIES INC
867,2935,DIAGNOSTIC PRODUCTS CORP,diagnosticproducts,diagnosticproducts,100,3917.0,DIAGNOSTIC PRODUCTS CORP
868,24862,PACKAGING CORP OF AMERICA,packagingcorpofamerica,packagingcorpofamerica,100,128978.0,PACKAGING CORP OF AMERICA
869,6622,NATURE S SUNSHINE PRODUCTS INC,naturessunshineproducts,naturessunshineprods,93,7799.0,NATURES SUNSHINE PRODS INC
870,27140,AMERISOURCEBERGEN CORP,amerisourcebergen,amerisourcebergen,100,31673.0,AMERISOURCEBERGEN CORP
871,9755,VEECO INSTRUMENTS INC DE,veecoinstrumentsincde,veecoinstruments,86,11124.0,VEECO INSTRUMENTS INC
872,5987,MARTEK BIOSCIENCES CORP,martekbiosciences,martekbiosciences,100,29278.0,MARTEK BIOSCIENCES CORP
873,25560,VALUECLICK INC,valueclick,valuehealth,57,23826.0,VALUE HEALTH INC
874,24531,J2 GLOBAL INC,j2global,joyglobal,82,13003.0,JOY GLOBAL INC
875,24790,OMNOVA SOLUTIONS INC,omnovasolutions,omnovasolutions,100,124254.0,OMNOVA SOLUTIONS INC
876,7320,PERFORMANCE FOOD GROUP CO,performancefoodgroupcompany,performancefoodgroupcompany,100,28787.0,PERFORMANCE FOOD GROUP CO
877,4759,HOT TOPIC INC,hottopic,hottopic,100,63621.0,HOT TOPIC INC
878,4155,GENUINE PARTS CO,genuinepartscompany,genuinepartscompany,100,5125.0,GENUINE PARTS CO
879,10006,WENDY S INTERNATIONAL INC,wendysinternational,wendysinternational,100,11366.0,WENDY'S INTERNATIONAL INC
880,2617,CRANE CO,cranecompany,labranchecompany,79,123097.0,LABRANCHE & CO INC
881,8760,STEIN MART INC,steinmart,steinmart,100,25186.0,STEIN MART INC
882,22126,SONOSITE INC,sonosite,sonosite,100,66728.0,SONOSITE INC
883,5458,KIMBERLY CLARK CORP,kimberlyclark,kimberlyclark,100,6435.0,KIMBERLY-CLARK CORP
884,1909,CASEY S GENERAL STORES INC,caseysgeneralstores,caseysgeneralstores,100,2807.0,CASEYS GENERAL STORES INC
885,4542,HARSCO CORP,harsco,harsco,100,5496.0,HARSCO CORP
886,2886,DELUXE CORP,deluxe,deluxe,100,3863.0,DELUXE CORP
887,5668,LEUCADIA NATIONAL CORP,leucadianational,citynational,71,3082.0,CITY NATIONAL CORP
888,25728,VISTEON CORP,visteon,visteon,100,136648.0,VISTEON CORP
889,9447,TYLER TECHNOLOGIES INC,tylertechnologies,tylertechnologies,100,10789.0,TYLER TECHNOLOGIES INC
890,25017,XO GROUP INC,xogroup,xogroup,100,127094.0,XO GROUP INC
891,27814,ADVANCED MEDICAL OPTICS INC,advancedmedicaloptics,advancedmedicaloptics,100,148870.0,ADVANCED MEDICAL OPTICS INC
892,9494,UNITED STATES STEEL CORP NEW,unitedstatessteelcorpnew,unitedstatessteel,83,23978.0,UNITED STATES STEEL CORP
893,114,AAON INC,aaon,aaon,100,21542.0,AAON INC
894,22720,INTRADO INC,intrado,intrado,100,112004.0,INTRADO INC
895,8376,SEPRACOR INC,sepracor,sepracor,100,24473.0,SEPRACOR INC
896,26211,HYDRIL CO,hydrilcompany,hydrilcompany,100,140027.0,HYDRIL CO
897,25541,WEBSENSE INC,websense,websense,100,133432.0,WEBSENSE INC
898,18959,IDENTIVE GROUP INC,identivegroup,ideongroup,78,9350.0,IDEON GROUP INC
899,2108,CHEVRON CORP,chevron,chevron,100,2991.0,CHEVRON CORP
900,1717,BELDEN CDT INC,beldencdt,belden,80,28940.0,BELDEN INC
901,27868,PROCERA NETWORKS INC NV,proceranetworksincnv,proceranetworks,86,158791.0,PROCERA NETWORKS INC
902,22797,BEL FUSE INC,belfuse,belfuse,100,2124.0,BEL FUSE INC
903,28878,BLUE NILE INC,bluenile,bluenile,100,264391.0,BLUE NILE INC
904,9443,II VI INC,iivi,iivi,100,14561.0,II-VI INC
905,28988,PHASE FORWARD INC,phaseforward,forwardair,64,29206.0,FORWARD AIR CORP
906,1113,BADGER METER INC,badgermeter,badgermeter,100,1968.0,BADGER METER INC
907,29877,RUTH S CHRIS STEAK HOUSE INC,ruthschrissteakhouse,christopherbanks,56,25108.0,CHRISTOPHER & BANKS CORP
908,5888,STEVEN MADDEN LTD,stevenmadden,steinmart,57,25186.0,STEIN MART INC
909,4739,HOOPER HOLMES INC,hooperholmes,hooperholmes,100,5697.0,HOOPER HOLMES INC
910,29822,HITTITE MICROWAVE CORP,hittitemicrowave,smithmicrosoftware,59,61321.0,SMITH MICRO SOFTWARE INC
911,29741,TREEHOUSE FOODS INC,treehousefoods,treehousefoods,100,163983.0,TREEHOUSE FOODS INC
912,11918,ROVI CORP,rovi,providian,62,65351.0,PROVIDIAN CORP
913,29032,VOLTERRA SEMICONDUCTOR CORP,volterrasemiconductor,volterrasemiconductor,100,160505.0,VOLTERRA SEMICONDUCTOR CORP
914,29857,MWI VETERINARY SUPPLY INC,mwiveterinarysupply,westerngasresources,53,18705.0,WESTERN GAS RESOURCES INC
915,29070,GOOGLE INC,google,pool,60,61420.0,POOL CORP
916,30072,IROBOT CORP,irobot,irobot,100,164416.0,IROBOT CORP
917,29198,DREAMWORKS ANIMATION SKG INC,dreamworksanimationskg,dreamworksanimationskg,100,160912.0,DREAMWORKS ANIMATION SKG INC
918,8036,ROFIN SINAR TECHNOLOGIES INC,rofinsinartechnologies,rofinsinartechnologies,100,63651.0,ROFIN SINAR TECHNOLOGIES INC
919,29690,LHC GROUP INC,lhcgroup,hcigroup,88,179974.0,HCI GROUP INC
920,6059,MEASUREMENT SPECIALTIES INC,measurementspecialties,sybrondentalspecialties,71,141321.0,SYBRON DENTAL SPECIALTIES
921,999,AUDIOVOX CORP,audiovox,advo,67,13025.0,ADVO INC
922,29972,TALEO CORP,taleo,taleo,100,165244.0,TALEO CORP
923,9246,TITAN INTERNATIONAL INC,titaninternational,titaninternational,100,28295.0,TITAN INTERNATIONAL INC
924,26878,NAPSTER INC,napster,napster,100,143527.0,NAPSTER INC
925,8389,SERVICE CORP INTERNATIONAL,servicecorpinternational,servicecorpinternational,100,9611.0,SERVICE CORP INTERNATIONAL
926,23605,ARCH CHEMICALS INC,archchemicals,archchemicals,100,117862.0,ARCH CHEMICALS INC
927,29037,RIGHTNOW TECHNOLOGIES INC,rightnowtechnologies,rightnowtechnologies,100,160415.0,RIGHTNOW TECHNOLOGIES INC
928,29142,TEXAS ROADHOUSE INC,texasroadhouse,texasindustries,62,10498.0,TEXAS INDUSTRIES INC
929,29534,SEARS HOLDINGS CORP,searsholdings,searsholdings,100,6307.0,SEARS HOLDINGS CORP
930,4518,JOHN H HARLAND CO,johnhharlandcompany,harlandjohnhcompany,74,5476.0,HARLAND (JOHN H.) CO
931,29613,VERIFONE HOLDINGS INC,verifoneholdings,veritexholdings,84,21633.0,VERITEX HOLDINGS INC
932,29112,COGENT INC,cogent,mycogen,77,13468.0,MYCOGEN CORP
933,8520,SMITHFIELD FOODS INC,smithfieldfoods,smithfieldfoods,100,9774.0,SMITHFIELD FOODS INC
934,9483,USG CORP,usg,usg,100,10816.0,USG CORP
935,29709,MICRUS ENDOVASCULAR CORP,micrusendovascular,micrusendovascular,100,163102.0,MICRUS ENDOVASCULAR CORP
936,2494,BIG LOTS INC,biglots,biglots,100,12123.0,BIG LOTS INC
937,19043,INTERMEC INC,intermec,intermec,100,65676.0,INTERMEC INC
938,8823,STURM RUGER & CO INC,sturmrugercompany,sturmrugercompany,100,10124.0,STURM RUGER & CO INC
939,30303,ACORDA THERAPEUTICS INC,acordatherapeutics,acordatherapeutics,100,156617.0,ACORDA THERAPEUTICS INC
940,30810,HANESBRANDS INC,hanesbrands,hanesbrands,100,175319.0,HANESBRANDS INC
941,30591,SYNCHRONOSS TECHNOLOGIES INC,synchronosstechnologies,synchronosstechnologies,100,166593.0,SYNCHRONOSS TECHNOLOGIES
942,30298,CROCS INC,crocs,crocs,100,164755.0,CROCS INC
943,7055,OWENS CORNING NEW,owenscorningnew,owenscorning,89,8214.0,OWENS CORNING
944,27007,FIDELITY NATIONAL INFO SERVICES INC GA,fidelitynationalinfoservicesincga,fidelitynationalinfosvcs,84,165993.0,FIDELITY NATIONAL INFO SVCS
945,30651,J CREW GROUP INC,jcrewgroup,jcrewgroup,100,116104.0,J CREW GROUP INC
946,31024,FIRST SOLAR INC,firstsolar,firstsolar,100,175404.0,FIRST SOLAR INC
947,31008,EMERGENT BIOSOLUTIONS INC,emergentbiosolutions,emergentbiosolutions,100,176022.0,EMERGENT BIOSOLUTIONS INC
948,31020,ALBERTO CULVER CO NEW,albertoculverconew,albertoculvercompany,84,1239.0,ALBERTO-CULVER CO
949,6866,O CHARLEY S INC,ocharleys,ocharleys,100,22829.0,O'CHARLEY'S INC
950,30253,CHIPOTLE MEXICAN GRILL INC,chipotlemexicangrill,chipotlemexicangrill,100,165914.0,CHIPOTLE MEXICAN GRILL INC
951,9474,USANA HEALTH SCIENCES INC,usanahealthsciences,usanahealthsciences,100,63863.0,USANA HEALTH SCIENCES INC
952,391,ALBEMARLE CORP,albemarle,albemarle,100,29751.0,ALBEMARLE CORP
953,2135,CHIRON CORP,chiron,chiron,100,3011.0,CHIRON CORP
954,29863,DRESSER RAND GROUP INC,dresserrandgroup,dresserrandgroup,100,163948.0,DRESSER-RAND GROUP INC
955,29629,ZUMIEZ INC,zumiez,luminex,62,133504.0,LUMINEX CORP
956,3007,DOLLAR GENERAL CORP,dollargeneral,dollargeneral,100,4016.0,DOLLAR GENERAL CORP
957,3870,FLOW INTERNATIONAL CORP,flowinternational,wwinternational,88,145308.0,WW INTERNATIONAL INC
958,25709,SCIELE PHAMA INC,scielephama,scielepharma,96,135986.0,SCIELE PHARMA INC
959,9397,NYFIX INC,nyfix,nyfix,100,26523.0,NYFIX INC
960,7727,QUANTUM CORP,quantum,quantum,100,8867.0,QUANTUM CORP
961,30843,RIVERBED TECHNOLOGY INC,riverbedtechnology,riverbedtechnology,100,174317.0,RIVERBED TECHNOLOGY INC
962,24659,TWEEN BRANDS INC,tweenbrands,tweenbrands,100,122778.0,TWEEN BRANDS INC
963,9319,ACI WORLDWIDE INC,aciworldwide,aciworldwide,100,31564.0,ACI WORLDWIDE INC
964,31702,TYCO ELECTRONICS LTD,tycoelectronics,wyleelectronics,80,11614.0,WYLE ELECTRONICS
965,18039,TERADATA CORP,teradata,teradata,100,178310.0,TERADATA CORP
966,30976,INNOPHOS HOLDINGS INC,innophosholdings,innophosholdings,100,174567.0,INNOPHOS HOLDINGS INC
967,3608,MACY S INC,macys,macys,100,4611.0,MACY'S INC
968,32160,RUBICON TECHNOLOGY INC,rubicontechnology,rubicontechnology,100,178865.0,RUBICON TECHNOLOGY INC
969,31242,CENTRAL GARDEN & PET CO,centralgardenpetcompany,centralgardenpetcompany,100,25536.0,CENTRAL GARDEN & PET CO
970,31349,SOURCEFIRE INC,sourcefire,sourcefire,100,176556.0,SOURCEFIRE INC
971,31413,SUPER MICRO COMPUTER INC,supermicrocomputer,supermicrocomputer,100,176567.0,SUPER MICRO COMPUTER INC
972,12901,HAYNES INTERNATIONAL INC,haynesinternational,haynesinternational,100,23587.0,HAYNES INTERNATIONAL INC
973,5391,KAISER ALUMINUM CORP,kaiseraluminum,kaiseraluminum,100,24293.0,KAISER ALUMINUM CORP
974,9842,VISHAY INTERTECHNOLOGY INC,vishayintertechnology,vishayintertechnology,100,11191.0,VISHAY INTERTECHNOLOGY INC
975,1454,BOMBAY CO INC,bombaycompany,bombaycompany,100,10331.0,BOMBAY CO INC
976,30276,KOPPERS HOLDINGS INC,koppersholdings,koppersholdings,100,163113.0,KOPPERS HOLDINGS INC
977,30846,COMMVAULT SYSTEMS INC,commvaultsystems,commvaultsystems,100,174077.0,COMMVAULT SYSTEMS INC
978,31199,AEROVIRONMENT INC,aerovironment,aerovironment,100,176362.0,AEROVIRONMENT INC
979,31701,COVIDIEN PLC,covidien,covidien,100,177264.0,COVIDIEN PLC
980,31825,MASIMO CORP,masimo,masimo,100,177881.0,MASIMO CORP
981,32735,RACKSPACE HOSTING INC,rackspacehosting,rackspacehosting,100,179925.0,RACKSPACE HOSTING INC
982,32328,IPC THE HOSPITALIST CO INC,ipcthehospitalistcompany,diamondrockhospitalitycompany,72,160706.0,DIAMONDROCK HOSPITALITY CO
983,4488,HANCOCK FABRICS INC,hancockfabrics,hancockfabrics,100,13531.0,HANCOCK FABRICS INC
984,32485,HILLENBRAND INC,hillenbrand,hillenbrand,100,179657.0,HILLENBRAND INC
985,2785,DANA HOLDING CORP,danaholding,asaholdings,82,1849.0,ASA HOLDINGS INC
986,21406,W R GRACE & CO NEW,wrgraceconew,gracewrcompany,62,5250.0,GRACE (W R) & CO
987,32013,COMPELLENT TECHNOLOGIES INC,compellenttechnologies,compellenttechnologies,100,178548.0,COMPELLENT TECHNOLOGIES INC
988,27497,LORILLARD INC,lorillard,lorillard,100,147175.0,LORILLARD INC
989,1657,MODUSLINK GLOBAL SOLUTIONS INC,moduslinkglobalsolutions,omnovasolutions,67,124254.0,OMNOVA SOLUTIONS INC
990,32124,ENSIGN GROUP INC,ensigngroup,ensigngroup,100,178803.0,ENSIGN GROUP INC
991,28481,CONSTITUTION MINING CORP,constitutionmining,coeurmining,62,3153.0,COEUR MINING INC
992,5534,LSB INDUSTRIES INC,lsbindustries,lsbindustries,100,6528.0,LSB INDUSTRIES INC
993,32554,DR PEPPER SNAPPLE GROUP INC,drpeppersnapplegroup,drpeppersnapplegroup,100,179700.0,DR PEPPER SNAPPLE GROUP INC
994,4849,DINEEQUITY INC,dineequity,ingevity,67,27119.0,INGEVITY CORP
995,31746,DICE HOLDINGS INC,diceholdings,mdcholdings,87,6865.0,MDC HOLDINGS INC
996,23025,BUFFALO WILD WINGS INC,buffalowildwings,buffalowildwings,100,157218.0,BUFFALO WILD WINGS INC
997,13921,SOLUTIA INC,solutia,solutia,100,65350.0,SOLUTIA INC
998,32209,ENTROPIC COMMUNICATIONS INC,entropiccommunications,entropiccommunications,100,178943.0,ENTROPIC COMMUNICATIONS INC
999,9071,TECUMSEH PRODUCTS CO,tecumsehproductscompany,tecumsehproductscompany,100,10386.0,TECUMSEH PRODUCTS CO
1000,31779,MONOTYPE IMAGING HOLDINGS INC,monotypeimagingholdings,monotypeimagingholdings,100,177099.0,MONOTYPE IMAGING HOLDINGS
1001,32116,LUMBER LIQUIDATORS INC,lumberliquidators,aroliquidation,65,147661.0,ARO LIQUIDATION INC
1002,32080,GENOPTIX INC,genoptix,genoptix,100,178738.0,GENOPTIX INC
1003,3602,FEDERAL MOGUL CORP DE,federalmogulcorpde,federalmogulholdings,74,4600.0,FEDERAL-MOGUL HOLDINGS CORP
1004,32718,JOHN BEAN TECHNOLOGIES CORP,johnbeantechnologies,lonestartechnologies,80,6797.0,LONE STAR TECHNOLOGIES
1005,3321,ENCORE WIRE CORP,encorewire,encorewire,100,25572.0,ENCORE WIRE CORP
1006,1723,CACI INTERNATIONAL INC,caciinternational,lciinternational,91,28264.0,LCI INTERNATIONAL INC
1007,32712,GT ADVANCED TECHNOLOGIES INC,gtadvancedtechnologies,gtadvancedtechnologies,100,177895.0,GT ADVANCED TECHNOLOGIES INC
1008,33511,LOGMEIN INC,logmein,logmein,100,179666.0,LOGMEIN INC
1009,33701,STR HOLDINGS INC,strholdings,strholdings,100,180597.0,STR HOLDINGS INC
1010,33725,RUE21 INC,rue21,rue21,100,183570.0,RUE21 INC
1011,33432,SOLARWINDS INC,solarwinds,solarwinds,100,179690.0,SOLARWINDS CORP
1012,33769,AOL INC,aol,aol,100,183920.0,AOL INC
1013,147,AGCO CORP DE,agcocorpde,concordefs,70,3373.0,CONCORD EFS INC
1014,32526,INTREPID POTASH INC,intrepidpotash,intrepidpotash,100,179843.0,INTREPID POTASH INC
1015,25942,AMERICAN MEDICAL SYSTEMS HOLDINGS INC,americanmedicalsystemsholdings,americanmedicalsystmshlds,91,138741.0,AMERICAN MEDICAL SYSTMS HLDS
1016,7257,MEDNAX INC,mednax,mednax,100,61325.0,MEDNAX INC
1017,33500,MEDIDATA SOLUTIONS INC,medidatasolutions,medidatasolutions,100,182308.0,MEDIDATA SOLUTIONS INC
1018,9060,PULSE ELECTRONICS CORP,pulseelectronics,pulseelectronics,100,10374.0,PULSE ELECTRONICS CORP
1019,2641,CHEMTURA CORP,chemtura,chemtura,100,3607.0,CHEMTURA CORP
1020,19191,SPECTRUM BRANDS HOLDINGS INC,spectrumbrandsholdings,npcrestaurantholdings,70,7761.0,NPC RESTAURANT HOLDINGS LLC
1021,33780,KRATON PERFORMANCE POLYMERS INC,kratonperformancepolymers,actionperformancecos,76,28182.0,ACTION PERFORMANCE COS INC
1022,32845,GLOBE SPECIALTY METALS INC,globespecialtymetals,globespecialtymetals,100,274165.0,GLOBE SPECIALTY METALS INC
1023,30150,DEALERTRACK HOLDINGS INC,dealertrackholdings,dealertracktechnologies,76,164422.0,DEALERTRACK TECHNOLOGIES INC
1024,33961,SS&C TECHNOLOGIES HOLDINGS INC,ssctechnologiesholdings,ssctechnologieshldgs,93,62965.0,SS&C TECHNOLOGIES HLDGS INC
1025,33680,VITAMIN SHOPPE INC,vitaminshoppe,charmingshoppes,71,2938.0,CHARMING SHOPPES INC
1026,33840,QUINSTREET INC,quinstreet,quinstreet,100,184263.0,QUINSTREET INC
1027,31681,COMSCORE INC,comscore,comscore,100,177780.0,COMSCORE INC
1028,1904,CASCADE CORP,cascade,cascade,100,2802.0,CASCADE CORP
1029,12039,MEADE INSTRUMENTS CORP,meadeinstruments,meadeinstruments,100,64595.0,MEADE INSTRUMENTS CORP
1030,8792,SMURFIT STONE CONTAINER CORP NEW,smurfitstonecontainercorpnew,smurfitstonecontainer,86,6242.0,SMURFIT-STONE CONTAINER CORP
1031,33672,CAREFUSION CORP,carefusion,carefusion,100,183257.0,CAREFUSION CORP
1032,34428,GENERAL MOTORS CO,generalmotorscompany,generalmotorscompany,100,5073.0,GENERAL MOTORS CO
1033,34349,LYONDELLBASELL INDUSTRIES N V,lyondellbasellindustriesnv,lyondellbasellindustriesnv,100,294524.0,LYONDELLBASELL INDUSTRIES NV
1034,8455,SIGNET JEWELERS LTD,signetjewelers,sitecenters,64,27780.0,SITE CENTERS CORP
1035,3250,ELECTRONIC ARTS INC,electronicarts,electronicarts,100,16721.0,ELECTRONIC ARTS INC
1036,9714,VALENCE TECHNOLOGY INC,valencetechnology,valencetechnology,100,25224.0,VALENCE TECHNOLOGY INC
1037,5039,AEGION CORP,aegion,aegion,100,5978.0,AEGION CORP
1038,29292,SYMMETRY MEDICAL INC,symmetrymedical,symmetrymedical,100,160600.0,SYMMETRY MEDICAL INC
1039,2903,DESTINATION XL GROUP INC,destinationxlgroup,destinationxlgroup,100,13381.0,DESTINATION XL GROUP INC
1040,22627,MICROSTRATEGY INC,microstrategy,microstrategy,100,111534.0,MICROSTRATEGY INC
1041,25922,MERITOR INC,meritor,meritor,100,65399.0,MERITOR INC
1042,28587,PILGRIM S PRIDE CORP,pilgrimspride,pier1importsincde,67,8579.0,PIER 1 IMPORTS INC/DE
1043,1936,CATO CORP,cato,cabot,67,2593.0,CABOT CORP
1044,12613,OUTERWALL INC,outerwall,outerwall,100,65026.0,OUTERWALL INC
1045,1119,CASUAL MALE CORP MA,casualmalecorpma,casualmale,77,13292.0,CASUAL MALE CORP
1046,5071,INTEGRATED HEALTH SERVICES INC,integratedhealthservices,integratedhealthsvcs,91,23946.0,INTEGRATED HEALTH SVCS INC
1047,7833,READ RITE CORP,readrite,readrite,100,24608.0,READ-RITE CORP
1048,4558,HAUSER INC,hauser,hauser,100,20194.0,HAUSER INC
1049,8160,SONICBLUE INC,sonicblue,sonicblue,100,27903.0,SONICBLUE INC
1050,5069,INTEGRATED CIRCUIT SYSTEMS INC,integratedcircuitsystems,integratedcircuitsystems,100,24190.0,INTEGRATED CIRCUIT SYSTEMS
1051,3643,FILENE S BASEMENT CORP,filenesbasement,filenesbasement,100,23973.0,FILENES BASEMENT CORP
1052,3498,EXXON MOBIL CORP,exxonmobil,exxonmobil,100,4503.0,EXXON MOBIL CORP
1053,5164,INTERNATIONAL LOTTERY &TOTALIZTR SYS INC,internationallotterytotaliztrsys,intllotterytotalizator,74,6125.0,INTL LOTTERY & TOTALIZATOR
1054,2783,PROVELL INC,provell,provellinc,82,25096.0,PROVELL INC  -CL A
1055,6913,OFFICEMAX INC,officemax,officemax,100,2290.0,OFFICEMAX INC
1056,2235,CLIFFS NATURAL RESOURCES INC,cliffsnaturalresources,harvestnaturalresources,76,15291.0,HARVEST NATURAL RESOURCES
1057,2112,SLI INC,sli,lsi,67,6529.0,LSI CORP
1058,299,ADVANCED TISSUE SCIENCES INC,advancedtissuesciences,advancedtissuesci,87,14836.0,ADVANCED TISSUE SCI  -CL A
1059,6245,MICROAGE INC,microage,microage,100,13501.0,MICROAGE INC
1060,7020,ORION CAPITAL CORP,orioncapital,orioncapital,100,8186.0,ORION CAPITAL CORP
1061,12653,FRIEDE GOLDMAN HALTER INC,friedegoldmanhalter,friedegoldmanhalter,100,65135.0,FRIEDE GOLDMAN HALTER INC
1062,715,AMES DEPARTMENT STORES INC,amesdepartmentstores,amesdeptstores,82,1594.0,AMES DEPT STORES INC
1063,12092,EGGHEAD COM INC NEW,eggheadcomincnew,eggheadcom,77,64644.0,EGGHEAD.COM INC
1064,26518,AEROGEN INC,aerogen,ameren,77,10860.0,AMEREN CORP
1065,6540,NASHUA CORP,nashua,nashua,100,7692.0,NASHUA CORP
1066,6387,MONACO COACH CORP,monacocoach,monacocoach,100,28917.0,MONACO COACH CORP
1067,2888,DENDRITE INTERNATIONAL INC,dendriteinternational,dendriteinternational,100,60950.0,DENDRITE INTERNATIONAL INC
1068,27793,COMPUTER PROGRAMS & SYSTEMS INC,computerprogramssystems,sequentcomputersystems,67,13315.0,SEQUENT COMPUTER SYSTEMS INC
1069,1848,CARBO CERAMICS INC,carboceramics,carboceramics,100,62686.0,CARBO CERAMICS INC
1070,1739,CALDOR CORP,caldor,caldor,100,23942.0,CALDOR CORP
